Item ID,Custom Label,Product ID Type,Product ID Value,Product ID Value 2,Quantity Available,Purchases,Bids,Price,Start Date,End Date,Condition,Type,Item Title,Category Leaf Name,Category Number,Private Notes,Site Listed,Download Date,Variation Details,Product Reference ID,Condition ID,OutOfStockControl
281216965162,,,,,1,0,,$10.00,Nov-28-13,Dec-01-13,,9,"Rockscripts do not purchase2","eBay Stores Design",152950,,0,"Nov-29-13 16:01:47 PST",,,,false
